,period,catl,catm,age,gender,sido,sigungu,cgi
672,201901,식품,기호식품,20,F,서울,성동구,95.98650888425041
681,201901,식품,기호식품,20,all,서울,도봉구,107.41928469288963
683,201901,식품,기호식품,20,all,서울,성북구,119.14118767904115
685,201901,식품,담배,20,F,서울,강북구,123.27618589695429
687,201901,식품,담배,20,M,서울,강북구,142.37681319515883
689,201901,식품,담배,20,M,서울,노원구,157.85796242700326
695,201901,식품,담배,20,all,서울,광진구,128.018605294555
696,201901,식품,담배,20,all,서울,노원구,152.86487371231576
699,201901,식품,담배,20,all,서울,성동구,143.52074839144154
701,201901,식품,담배,20,all,서울,중랑구,200.6092305863473
705,201901,식품,빙과류,20,F,서울,광진구,64.84699382632428
710,201901,식품,빙과류,20,M,서울,강북구,90.15379855924336
716,201901,식품,빙과류,20,all,서울,광진구,62.61370994524854
717,201901,식품,빙과류,20,all,서울,성동구,90.71831386782655
718,201901,식품,빙과류,20,all,서울,성북구,67.22658575777561
720,201901,식품,빵류,20,F,서울,광진구,95.77757309571881
722,201901,식품,빵류,20,F,서울,동대문구,140.98850107664387
728,201901,식품,빵류,20,M,서울,도봉구,123.61636169190277
730,201901,식품,빵류,20,all,서울,강북구,94.66751867606943
732,201901,식품,빵류,20,all,서울,도봉구,106.8300775663293
736,201901,식품,빵류,20,all,서울,성동구,123.18058508738906
746,201901,식품,신선식품,20,M,서울,성동구,116.04113533525299
748,201901,식품,신선식품,20,M,서울,중랑구,111.38147598099808
750,201901,식품,유제품류,20,F,서울,노원구,112.94437999331322
752,201901,식품,유제품류,20,F,서울,성동구,95.8253218272419
753,201901,식품,유제품류,20,F,서울,중랑구,108.70122394062521
754,201901,식품,유제품류,20,M,서울,광진구,107.56612186555105
756,201901,식품,유제품류,20,M,서울,성북구,93.54170015468857
758,201901,식품,유제품류,20,all,서울,광진구,103.0454852489543
759,201901,식품,유제품류,20,all,서울,동대문구,111.02135391451388
763,201901,식품,유제품류,20,all,서울,성북구,93.46407772597414
768,201901,식품,음료,20,F,서울,동대문구,106.61927529942012
771,201901,식품,음료,20,F,서울,성북구,91.93029816089714
780,201901,식품,음료,20,all,서울,광진구,103.25825948246742
781,201901,식품,음료,20,all,서울,동대문구,105.91498738350694
783,201901,식품,음료,20,all,서울,중랑구,122.3018720553916
784,201901,식품,제과류,20,F,서울,광진구,103.02956669328432
785,201901,식품,제과류,20,F,서울,도봉구,104.61010320234085
786,201901,식품,제과류,20,F,서울,성동구,101.25020187016493
787,201901,식품,제과류,20,F,서울,성북구,94.46220096155236
794,201901,식품,제과류,20,M,서울,성동구,103.33303189853515
795,201901,식품,제과류,20,M,서울,성북구,51.17001784734333
802,201901,식품,제과류,20,all,서울,성동구,101.80448702650969
804,201901,식품,주류,20,F,서울,광진구,97.49920712258265
805,201901,식품,주류,20,F,서울,노원구,97.1334695614185
807,201901,식품,주류,20,M,서울,강북구,102.01450787803522
809,201901,식품,주류,20,M,서울,노원구,108.07035067782292
811,201901,식품,주류,20,M,서울,성동구,94.18365356587908
813,201901,식품,주류,20,all,서울,광진구,97.1467820090773
815,201901,식품,주류,20,all,서울,동대문구,96.92712424628216
820,201901,일용품,생활용품,20,F,서울,광진구,91.13274034648623
825,201901,일용품,생활용품,20,F,서울,중랑구,183.36830094203248
836,201901,일용품,애완동물용품,20,M,서울,강북구,108.2109973844549
838,201901,일용품,애완동물용품,20,M,서울,노원구,101.35620440991691
840,201901,일용품,애완동물용품,20,M,서울,성북구,307.66105629715616
844,201901,일용품,애완동물용품,20,all,서울,강북구,81.2692329909725
846,201901,일용품,애완동물용품,20,all,서울,광진구,85.21618916281291
849,201901,일용품,애완동물용품,20,all,서울,도봉구,74.69938183999099
856,201901,화장품,기타화장품,20,all,서울,노원구,31.168831168831172
858,201901,화장품,바디/헤어용품,20,F,서울,강북구,71.89146562986734
859,201901,화장품,바디/헤어용품,20,F,서울,노원구,130.6431876486141
860,201901,화장품,바디/헤어용품,20,F,서울,도봉구,106.48403303470958
865,201901,화장품,바디/헤어용품,20,M,서울,성동구,93.40506339542429
866,201901,화장품,바디/헤어용품,20,M,서울,성북구,97.22303542819307
871,201901,화장품,바디/헤어용품,20,all,서울,강북구,83.65345160659496
873,201901,화장품,바디/헤어용품,20,all,서울,도봉구,96.59173642543543
874,201901,화장품,바디/헤어용품,20,all,서울,동대문구,102.8092174686467
878,201901,화장품,바디/헤어용품,20,all,서울,성동구,80.18297231504249
882,201901,화장품,바디/헤어용품,20,all,서울,중랑구,77.6610654285791
889,201901,화장품,뷰티소품,20,M,서울,강북구,105.28294792254185
896,201901,화장품,뷰티소품,20,all,서울,노원구,69.75775381121842
897,201901,화장품,뷰티소품,20,all,서울,동대문구,53.257405016081286
898,201901,화장품,뷰티소품,20,all,서울,성동구,71.07394503348439
900,201901,화장품,화장품,20,F,서울,강북구,69.25639678652581
905,201901,화장품,화장품,20,F,서울,성동구,122.4697413745165
906,201901,화장품,화장품,20,F,서울,중랑구,75.23024559530165
909,201901,화장품,화장품,20,M,서울,강북구,80.17985158627447
916,201901,화장품,화장품,20,all,서울,광진구,92.56114080278655
917,201901,화장품,화장품,20,all,서울,노원구,85.35103344394376
922,201901,건강/의료용품,건강관리용품,20,F,서울,강북구,104.99967492360706
924,201901,건강/의료용품,건강관리용품,20,F,서울,노원구,126.59422407189508
928,201901,건강/의료용품,건강관리용품,20,M,서울,노원구,55.7132801938544
929,201901,건강/의료용품,건강관리용품,20,M,서울,성북구,92.10770436957992
932,201901,건강/의료용품,건강관리용품,20,all,서울,노원구,95.19709004528244
933,201901,건강/의료용품,건강관리용품,20,all,서울,성북구,87.08426306681284
936,201901,식품,가공식품,20,F,서울,광진구,100.84957533666972
939,201901,식품,가공식품,20,F,서울,성동구,104.20132482253916
940,201901,식품,가공식품,20,F,서울,성북구,98.10436970562336
944,201901,식품,가공식품,20,F,서울,중랑구,105.09265672347557
945,201901,식품,가공식품,20,M,서울,강북구,107.25473545904579
946,201901,식품,가공식품,20,M,서울,광진구,115.52815693859614
949,201901,식품,가공식품,20,M,서울,동대문구,129.670273077414
953,201901,식품,가공식품,20,M,서울,중랑구,97.34982662020576
956,201901,식품,가공식품,20,all,서울,성북구,95.66778943813105
961,201901,식품,가공식품,20,all,서울,중랑구,103.34495926305958
962,201901,식품,기호식품,20,F,서울,강북구,69.93321047186512
964,201901,식품,기호식품,20,F,서울,동대문구,111.57105496456093
970,201901,식품,기호식품,20,M,서울,강북구,344.7623150207679
973,201901,식품,기호식품,20,M,서울,노원구,237.02029369625592
974,201901,식품,기호식품,20,M,서울,도봉구,96.72367193602777
979,201901,식품,기호식품,20,all,서울,광진구,97.5579620605395
981,201901,식품,기호식품,20,all,서울,노원구,146.1617892457285
989,201901,식품,담배,20,F,서울,성동구,132.9309297144015
993,201901,식품,담배,20,M,서울,도봉구,165.6564179431872
994,201901,식품,담배,20,M,서울,동대문구,167.82565713320363
998,201901,식품,담배,20,M,서울,성북구,202.28128053213212
1002,201901,식품,담배,20,M,서울,중랑구,211.1378985040656
1006,201901,식품,담배,20,all,서울,성북구,202.1823243835807
1009,201901,식품,빙과류,20,F,서울,강북구,89.99971930075444
1012,201901,식품,빙과류,20,F,서울,동대문구,83.85979242444644
1015,201901,식품,빙과류,20,F,서울,성북구,61.50107387803544
1017,201901,식품,빙과류,20,F,서울,중랑구,84.99369558992701
1020,201901,식품,빙과류,20,M,서울,성동구,90.86878084170608
1022,201901,식품,빙과류,20,M,서울,중랑구,79.31642900737945
1023,201901,식품,빙과류,20,all,서울,강북구,90.04208110447128
1027,201901,식품,빙과류,20,all,서울,중랑구,83.48430256786608
1030,201901,식품,빵류,20,F,서울,성동구,133.0326026965229
1033,201901,식품,빵류,20,F,서울,중랑구,121.78557181444886
1036,201901,식품,빵류,20,M,서울,강북구,118.85743374016886
1038,201901,식품,빵류,20,M,서울,광진구,100.6018102055551
1041,201901,식품,빵류,20,M,서울,동대문구,126.844964436368
1045,201901,식품,빵류,20,all,서울,광진구,97.25886000156488
1046,201901,식품,빵류,20,all,서울,동대문구,136.50383079535936
1047,201901,식품,빵류,20,all,서울,성북구,114.74696301884724
1051,201901,식품,신선식품,20,F,서울,강북구,81.74975483777781
1053,201901,식품,신선식품,20,F,서울,노원구,115.39108378429786
1054,201901,식품,신선식품,20,F,서울,성동구,102.9519608748106
1055,201901,식품,신선식품,20,F,서울,성북구,108.74564060858843
1057,201901,식품,신선식품,20,F,서울,중랑구,96.88985062077528
1060,201901,식품,신선식품,20,M,서울,광진구,130.2600377389271
1061,201901,식품,신선식품,20,M,서울,노원구,110.5992531241416
1067,201901,식품,신선식품,20,all,서울,강북구,84.18486703928983
1069,201901,식품,신선식품,20,all,서울,성동구,105.60080770012596
1075,201901,식품,유제품류,20,F,서울,도봉구,111.99168471959436
1076,201901,식품,유제품류,20,F,서울,성북구,93.44461459100224
1081,201901,식품,유제품류,20,M,서울,동대문구,113.05027026116713
1085,201901,식품,유제품류,20,M,서울,중랑구,118.92959338953058
1088,201901,식품,유제품류,20,all,서울,도봉구,109.09767668200895
1091,201901,식품,음료,20,F,서울,강북구,93.10346074842596
1098,201901,식품,음료,20,M,서울,강북구,84.56302715471298
1100,201901,식품,음료,20,M,서울,성동구,99.31506849315069
1101,201901,식품,음료,20,M,서울,성북구,79.22389918730053
1110,201901,식품,음료,20,all,서울,성동구,104.62147121686363
1111,201901,식품,음료,20,all,서울,성북구,87.75189589796473
1114,201901,식품,제과류,20,F,서울,강북구,103.45731109151016
1117,201901,식품,제과류,20,F,서울,동대문구,105.1679146956935
1127,201901,식품,제과류,20,all,서울,동대문구,99.9966231646582
1131,201901,식품,제과류,20,all,서울,중랑구,95.1040297828623
1133,201901,식품,주류,20,F,서울,동대문구,98.7551000953363
1141,201901,식품,주류,20,M,서울,광진구,96.29164039336169
1143,201901,식품,주류,20,M,서울,도봉구,110.27818073484596
1146,201901,식품,주류,20,M,서울,중랑구,103.0605563425692
1153,201901,일용품,생활용품,20,F,서울,노원구,97.67201010723707
1154,201901,일용품,생활용품,20,F,서울,도봉구,99.00711570514395
1157,201901,일용품,생활용품,20,M,서울,강북구,82.88477212406977
1160,201901,일용품,생활용품,20,M,서울,동대문구,84.59406476035961
1163,201901,일용품,생활용품,20,M,서울,성동구,65.20902015839036
1170,201901,일용품,생활용품,20,all,서울,강북구,88.38998580414957
1174,201901,일용품,애완동물용품,20,F,서울,강북구,75.62235373207851
1176,201901,일용품,애완동물용품,20,F,서울,광진구,77.77878333637298
1177,201901,일용품,애완동물용품,20,F,서울,노원구,81.94936752879217
1179,201901,일용품,애완동물용품,20,F,서울,성북구,63.01324176516032
1182,201901,일용품,애완동물용품,20,M,서울,광진구,120.59260554147363
1183,201901,일용품,애완동물용품,20,M,서울,성동구,194.060966718556
1185,201901,일용품,애완동물용품,20,all,서울,노원구,86.9200289719228
1193,201901,화장품,바디/헤어용품,20,F,서울,동대문구,88.97488645687599
1195,201901,화장품,바디/헤어용품,20,F,서울,성북구,79.01136277907348
1198,201901,화장품,바디/헤어용품,20,M,서울,노원구,88.49057359051832
1199,201901,화장품,바디/헤어용품,20,M,서울,도봉구,79.55557847102399
1202,201901,화장품,바디/헤어용품,20,M,서울,중랑구,7.491621213116909
1205,201901,화장품,바디/헤어용품,20,all,서울,광진구,220.17329513780732
1208,201901,화장품,뷰티소품,20,F,서울,광진구,68.52557834902764
1209,201901,화장품,뷰티소품,20,F,서울,도봉구,36.14492437254778
1212,201901,화장품,뷰티소품,20,M,서울,광진구,15.179958406913965
1214,201901,화장품,뷰티소품,20,M,서울,동대문구,29.765982090593198
1217,201901,화장품,뷰티소품,20,M,서울,성동구,50.04647403515862
1218,201901,화장품,뷰티소품,20,M,서울,성북구,32.15922749404119
1222,201901,화장품,뷰티소품,20,all,서울,도봉구,30.36332722613729
1226,201901,화장품,화장품,20,F,서울,광진구,97.60714120002778
1227,201901,화장품,화장품,20,F,서울,도봉구,116.6308155167653
1231,201901,화장품,화장품,20,M,서울,도봉구,50.15509614198348
1232,201901,화장품,화장품,20,M,서울,동대문구,123.35061295993805
1235,201901,화장품,화장품,20,M,서울,성동구,79.64548274430304
1237,201901,화장품,화장품,20,M,서울,중랑구,150.00376515474784
1240,201901,화장품,화장품,20,all,서울,성북구,69.05178114635183
1246,201901,건강/의료용품,건강관리용품,30,M,서울,광진구,110.22240119812372
1247,201901,건강/의료용품,건강관리용품,30,M,서울,동대문구,75.66109820960372
1251,201901,건강/의료용품,건강관리용품,30,M,서울,성동구,98.8722241599814
1257,201901,건강/의료용품,건강관리용품,30,all,서울,노원구,78.42928442689079
1263,201901,식품,가공식품,30,F,서울,강북구,95.04711296843234
1265,201901,식품,가공식품,30,F,서울,노원구,92.02989836206476
1268,201901,식품,가공식품,30,M,서울,광진구,103.3315096353072
1269,201901,식품,가공식품,30,M,서울,노원구,134.90744116415854
1271,201901,식품,가공식품,30,M,서울,성동구,119.67000860111946
1273,201901,식품,가공식품,30,M,서울,중랑구,119.16169807778972
1276,201901,식품,가공식품,30,all,서울,강북구,96.94812531321944
1278,201901,식품,가공식품,30,all,서울,광진구,99.71274332825556
1283,201901,식품,기호식품,30,F,서울,도봉구,104.14904233238474
1295,201901,식품,기호식품,30,all,서울,강북구,60.07320247449122
1298,201901,식품,담배,30,F,서울,강북구,113.02474103689087
1299,201901,식품,담배,30,F,서울,노원구,100.82168154363464
1304,201901,식품,담배,30,M,서울,노원구,129.1523031405228
1305,201901,식품,담배,30,M,서울,도봉구,128.10953949492992
1310,201901,식품,담배,30,all,서울,강북구,132.4571665992412
1312,201901,식품,담배,30,all,서울,광진구,122.61804749475736
1314,201901,식품,담배,30,all,서울,노원구,117.98655013958307
1316,201901,식품,빙과류,30,F,서울,도봉구,63.791247830328636
1322,201901,식품,빙과류,30,M,서울,동대문구,71.92963018490869
1333,201901,식품,빵류,30,F,서울,강북구,86.35904226767012
1335,201901,식품,빵류,30,F,서울,성동구,111.5417610566648
1339,201901,식품,빵류,30,F,서울,중랑구,146.0815389713574
1341,201901,식품,빵류,30,M,서울,광진구,97.0820745722775
1343,201901,식품,빵류,30,M,서울,노원구,139.24455076994232
1346,201901,식품,빵류,30,all,서울,광진구,104.5306707408378
1347,201901,식품,빵류,30,all,서울,도봉구,102.97894339352388
1355,201901,식품,신선식품,30,F,서울,도봉구,109.76752892071545
1357,201901,식품,신선식품,30,F,서울,성동구,107.72172035042593
1362,201901,식품,신선식품,30,M,서울,동대문구,123.34479966193794
1367,201901,식품,신선식품,30,M,서울,중랑구,115.07355226983736
1370,201901,식품,신선식품,30,all,서울,강북구,93.82417595222937
1371,201901,식품,신선식품,30,all,서울,도봉구,115.06240462754887
1376,201901,식품,신선식품,30,all,서울,중랑구,109.10228320822249
1377,201901,식품,유제품류,30,F,서울,성동구,95.37476694458715
