,period,catl,catm,age,gender,sido,sigungu,cgi
203,201901,식품,제과류,20,M,서울,종로구,60.626933262912615
219,201901,식품,주류,20,F,서울,종로구,81.3702012074132
223,201901,식품,주류,20,M,서울,용산구,112.39038893439516
224,201901,식품,주류,20,M,서울,은평구,101.84990547629543
232,201901,식품,주류,20,all,서울,용산구,102.75032127655965
238,201901,일용품,생활용품,20,F,서울,서대문구,102.16717267537294
250,201901,일용품,생활용품,20,all,서울,용산구,184.2287852550524
259,201901,일용품,애완동물용품,20,F,서울,은평구,112.19150472434536
260,201901,일용품,애완동물용품,20,F,서울,종로구,46.79114125845704
270,201901,일용품,애완동물용품,20,M,서울,종로구,46.01511508072827
280,201901,화장품,바디/헤어용품,20,F,서울,용산구,121.02374541003671
281,201901,화장품,바디/헤어용품,20,F,서울,종로구,86.8688922884132
294,201901,화장품,뷰티소품,20,F,서울,마포구,35.40122497891793
297,201901,화장품,뷰티소품,20,F,서울,용산구,25.5194918242812
298,201901,화장품,뷰티소품,20,F,서울,종로구,103.99946939046228
318,201901,화장품,화장품,20,F,서울,은평구,86.20341514312594
326,201901,화장품,화장품,20,all,서울,마포구,112.09970211436683
329,201901,화장품,화장품,20,all,서울,은평구,75.05778963301941
335,201901,건강/의료용품,건강관리용품,20,F,서울,은평구,86.52929919230472
336,201901,건강/의료용품,건강관리용품,20,F,서울,종로구,65.72458912721058
343,201901,건강/의료용품,건강관리용품,20,M,서울,은평구,136.85159271086988
348,201901,건강/의료용품,건강관리용품,20,all,서울,서대문구,109.8690295191132
349,201901,식품,가공식품,20,F,서울,마포구,131.02293097277771
350,201901,식품,가공식품,20,F,서울,종로구,72.57728777689991
353,201901,식품,가공식품,20,M,서울,서대문구,126.11199736301336
358,201901,식품,가공식품,20,all,서울,서대문구,106.58410869511688
365,201901,식품,기호식품,20,F,서울,은평구,123.90464582534331
370,201901,식품,기호식품,20,M,서울,서대문구,183.94937190209225
372,201901,식품,기호식품,20,M,서울,종로구,64.407050845312
385,201901,식품,담배,20,F,서울,종로구,200.0869474767896
406,201901,식품,빙과류,20,all,서울,마포구,80.48474347042983
407,201901,식품,빙과류,20,all,서울,서대문구,79.66045418870303
409,201901,식품,빙과류,20,all,서울,용산구,69.16716041883461
410,201901,식품,빙과류,20,all,서울,은평구,84.18976689020049
411,201901,식품,빙과류,20,all,서울,종로구,62.14524940502801
421,201901,식품,빵류,20,F,서울,종로구,95.93882199895478
422,201901,식품,빵류,20,M,서울,서대문구,128.8770744156485
436,201901,식품,신선식품,20,F,서울,마포구,151.47788849756873
437,201901,식품,신선식품,20,F,서울,은평구,127.03985441691792
438,201901,식품,신선식품,20,F,서울,종로구,65.03211534413438
443,201901,식품,신선식품,20,M,서울,서대문구,99.64860609413479
454,201901,식품,신선식품,20,all,서울,서대문구,103.30790433179588
456,201901,식품,신선식품,20,all,서울,용산구,106.81198597729349
457,201901,식품,신선식품,20,all,서울,은평구,130.00737308016676
463,201901,식품,유제품류,20,F,서울,은평구,119.5953992718966
464,201901,식품,유제품류,20,F,서울,종로구,76.89319942075608
474,201901,식품,유제품류,20,all,서울,은평구,118.48183500115836
480,201901,식품,음료,20,F,서울,용산구,97.0359121647021
486,201901,식품,음료,20,M,서울,마포구,71.71694531448316
498,201901,식품,제과류,20,F,서울,용산구,105.48955209032387
506,201901,식품,제과류,20,M,서울,은평구,120.5464107605689
510,201901,식품,제과류,20,all,서울,은평구,109.77244933193752
511,201901,식품,제과류,20,all,서울,종로구,71.41822882825755
515,201901,식품,주류,20,F,서울,서대문구,108.17905942874997
517,201901,식품,주류,20,F,서울,은평구,95.78123655085254
522,201901,식품,주류,20,M,서울,마포구,99.86633626894593
526,201901,식품,주류,20,M,서울,종로구,66.75748684271808
530,201901,식품,주류,20,all,서울,마포구,119.64112742576349
540,201901,일용품,생활용품,20,F,서울,종로구,63.3415333055325
546,201901,일용품,생활용품,20,M,서울,마포구,73.83733220547441
548,201901,일용품,생활용품,20,M,서울,용산구,107.2651144730748
554,201901,일용품,생활용품,20,all,서울,종로구,66.14537673442571
558,201901,일용품,애완동물용품,20,F,서울,서대문구,8.085509953257912
563,201901,일용품,애완동물용품,20,M,서울,서대문구,79.10625836075056
567,201901,일용품,애완동물용품,20,all,서울,마포구,45.86501879557552
568,201901,일용품,애완동물용품,20,all,서울,서대문구,28.43155194498054
569,201901,일용품,애완동물용품,20,all,서울,은평구,114.52227586525656
576,201901,화장품,바디/헤어용품,20,F,서울,서대문구,117.123937488029
579,201901,화장품,바디/헤어용품,20,F,서울,은평구,110.40623862448405
587,201901,화장품,바디/헤어용품,20,M,서울,용산구,131.41914450685417
590,201901,화장품,바디/헤어용품,20,all,서울,용산구,125.01500550453184
600,201901,화장품,뷰티소품,20,M,서울,용산구,114.31654079176695
601,201901,화장품,뷰티소품,20,M,서울,은평구,65.91868523827799
607,201901,화장품,뷰티소품,20,all,서울,마포구,37.90281224057086
610,201901,화장품,뷰티소품,20,all,서울,은평구,89.63777878518934
611,201901,화장품,뷰티소품,20,all,서울,종로구,92.33186451527388
613,201901,화장품,화장품,20,F,서울,용산구,41.67065243633018
614,201901,화장품,화장품,20,F,서울,종로구,30.719224335624823
615,201901,화장품,화장품,20,M,서울,마포구,94.32153067956895
618,201901,화장품,화장품,20,M,서울,종로구,42.11838665162996
627,201901,화장품,화장품,20,all,서울,용산구,56.486917316791065
650,201901,식품,가공식품,20,F,서울,은평구,114.3444866243164
662,201901,식품,가공식품,20,all,서울,마포구,125.04474406167714
664,201901,식품,가공식품,20,all,서울,은평구,113.1205182848208
673,201901,식품,기호식품,20,F,서울,용산구,81.53553434438489
674,201901,식품,기호식품,20,M,서울,마포구,59.95238769756592
678,201901,식품,기호식품,20,M,서울,은평구,127.70888159773152
682,201901,식품,기호식품,20,all,서울,마포구,87.99214983913755
686,201901,식품,담배,20,F,서울,마포구,168.9404711579109
698,201901,식품,담배,20,all,서울,서대문구,141.39145130624604
706,201901,식품,빙과류,20,F,서울,서대문구,75.91996133669319
708,201901,식품,빙과류,20,F,서울,용산구,62.99925900209336
709,201901,식품,빙과류,20,F,서울,은평구,86.45581375031587
711,201901,식품,빙과류,20,M,서울,서대문구,87.24664496986641
726,201901,식품,빵류,20,F,서울,은평구,132.80165546129237
733,201901,식품,빵류,20,all,서울,마포구,114.380638309452
734,201901,식품,빵류,20,all,서울,서대문구,114.1039938742654
744,201901,식품,신선식품,20,F,서울,용산구,119.9740934983109
747,201901,식품,신선식품,20,M,서울,은평구,142.33832559398797
749,201901,식품,신선식품,20,all,서울,마포구,144.2955958614548
751,201901,식품,유제품류,20,F,서울,마포구,112.64704003318077
761,201901,식품,유제품류,20,all,서울,마포구,102.66484642833029
777,201901,식품,음료,20,M,서울,용산구,90.71793429360416
782,201901,식품,음료,20,all,서울,마포구,93.95837494268407
789,201901,식품,제과류,20,F,서울,은평구,106.75338503608809
790,201901,식품,제과류,20,F,서울,종로구,77.6735088421027
799,201901,식품,제과류,20,all,서울,마포구,92.94019044968388
800,201901,식품,제과류,20,all,서울,서대문구,110.65416781200564
806,201901,식품,주류,20,F,서울,마포구,129.47674916834598
816,201901,식품,주류,20,all,서울,서대문구,102.38967995376606
821,201901,일용품,생활용품,20,F,서울,마포구,109.34311780242744
833,201901,일용품,생활용품,20,all,서울,은평구,101.92995115749012
839,201901,일용품,애완동물용품,20,M,서울,마포구,11.844934808299591
842,201901,일용품,애완동물용품,20,M,서울,은평구,123.62398902282708
854,201901,일용품,애완동물용품,20,all,서울,용산구,115.67445782439243
863,201901,화장품,바디/헤어용품,20,M,서울,마포구,70.60819130089678
864,201901,화장품,바디/헤어용품,20,M,서울,서대문구,83.04282162689654
867,201901,화장품,바디/헤어용품,20,M,서울,은평구,94.0064119770944
868,201901,화장품,바디/헤어용품,20,M,서울,종로구,228.09048352250412
876,201901,화장품,바디/헤어용품,20,all,서울,마포구,85.70200711747162
877,201901,화장품,바디/헤어용품,20,all,서울,서대문구,104.56676595231394
881,201901,화장품,바디/헤어용품,20,all,서울,종로구,165.68223923685196
886,201901,화장품,뷰티소품,20,F,서울,서대문구,56.513519513983724
888,201901,화장품,뷰티소품,20,F,서울,은평구,94.4856458226314
891,201901,화장품,뷰티소품,20,M,서울,마포구,50.03160598765349
903,201901,화장품,화장품,20,F,서울,마포구,124.42004544837981
904,201901,화장품,화장품,20,F,서울,서대문구,68.41976676121648
914,201901,화장품,화장품,20,M,서울,은평구,50.40103851146689
918,201901,화장품,화장품,20,all,서울,서대문구,98.652599796979
920,201901,화장품,화장품,20,all,서울,종로구,37.158521425633545
925,201901,건강/의료용품,건강관리용품,20,F,서울,서대문구,135.93556191905424
931,201901,건강/의료용품,건강관리용품,20,M,서울,용산구,23.1207933001079
935,201901,건강/의료용품,건강관리용품,20,all,서울,종로구,76.46139294585882
943,201901,식품,가공식품,20,F,서울,용산구,115.57901508945524
950,201901,식품,가공식품,20,M,서울,용산구,98.12036013468449
951,201901,식품,가공식품,20,M,서울,종로구,85.38283771617145
959,201901,식품,가공식품,20,all,서울,용산구,111.430184477325
960,201901,식품,가공식품,20,all,서울,종로구,76.72883676164437
965,201901,식품,기호식품,20,F,서울,마포구,97.59012890774444
966,201901,식품,기호식품,20,F,서울,서대문구,106.69032012844308
968,201901,식품,기호식품,20,F,서울,종로구,79.30228373832536
975,201901,식품,기호식품,20,M,서울,용산구,63.453685964002005
982,201901,식품,기호식품,20,all,서울,용산구,78.0740987143682
983,201901,식품,기호식품,20,all,서울,은평구,124.65607520969999
987,201901,식품,담배,20,F,서울,서대문구,102.29228061153854
996,201901,식품,담배,20,M,서울,마포구,153.79971898905444
997,201901,식품,담배,20,M,서울,서대문구,172.74731549478958
1000,201901,식품,담배,20,M,서울,용산구,199.71337432388702
1001,201901,식품,담배,20,M,서울,종로구,353.41358698182444
1008,201901,식품,담배,20,all,서울,종로구,305.4388687090775
1013,201901,식품,빙과류,20,F,서울,마포구,97.21701216950676
1029,201901,식품,빵류,20,F,서울,서대문구,107.2981450634145
1031,201901,식품,빵류,20,F,서울,용산구,119.20562659890064
1043,201901,식품,빵류,20,M,서울,종로구,86.8005991306416
1048,201901,식품,빵류,20,all,서울,용산구,110.5686453519019
1049,201901,식품,빵류,20,all,서울,은평구,133.16420725397768
1050,201901,식품,빵류,20,all,서울,종로구,92.31344452778437
1063,201901,식품,신선식품,20,M,서울,마포구,117.3132071012166
1064,201901,식품,신선식품,20,M,서울,용산구,60.49669188330186
1065,201901,식품,신선식품,20,M,서울,종로구,69.91267508826144
1077,201901,식품,유제품류,20,F,서울,용산구,107.4123438357758
1089,201901,식품,유제품류,20,all,서울,서대문구,106.7026691435532
1090,201901,식품,유제품류,20,all,서울,용산구,102.65664490646593
1093,201901,식품,음료,20,F,서울,마포구,109.34632285744057
1104,201901,식품,음료,20,M,서울,은평구,98.65761124489401
1105,201901,식품,음료,20,M,서울,종로구,76.8088622911321
1109,201901,식품,음료,20,all,서울,서대문구,110.15883835741622
1113,201901,식품,음료,20,all,서울,은평구,101.44677265495943
1119,201901,식품,제과류,20,F,서울,마포구,95.73909621753614
1122,201901,식품,제과류,20,M,서울,마포구,85.00897623197972
1123,201901,식품,제과류,20,M,서울,용산구,122.097991190561
1130,201901,식품,제과류,20,all,서울,용산구,108.99454647914041
1138,201901,식품,주류,20,F,서울,용산구,98.12434659615029
1144,201901,식품,주류,20,M,서울,서대문구,92.79316166448857
1149,201901,식품,주류,20,all,서울,은평구,97.39268127036293
1150,201901,식품,주류,20,all,서울,종로구,75.23117185228264
1155,201901,일용품,생활용품,20,F,서울,용산구,202.36391857827653
1156,201901,일용품,생활용품,20,F,서울,은평구,103.08020959694436
1161,201901,일용품,생활용품,20,M,서울,서대문구,83.6923059981493
1165,201901,일용품,생활용품,20,M,서울,은평구,97.26034549254663
1166,201901,일용품,생활용품,20,M,서울,종로구,71.11563441930926
1172,201901,일용품,생활용품,20,all,서울,마포구,98.63111383775806
1173,201901,일용품,생활용품,20,all,서울,서대문구,96.68215068816616
1178,201901,일용품,애완동물용품,20,F,서울,마포구,61.3308520096828
1180,201901,일용품,애완동물용품,20,F,서울,용산구,144.53793132056163
1187,201901,일용품,애완동물용품,20,all,서울,종로구,46.56628170002465
1194,201901,화장품,바디/헤어용품,20,F,서울,마포구,94.27787113761524
1207,201901,화장품,바디/헤어용품,20,all,서울,은평구,106.07844600501991
1215,201901,화장품,뷰티소품,20,M,서울,서대문구,65.65416864420187
1219,201901,화장품,뷰티소품,20,M,서울,종로구,60.60314559184263
1223,201901,화장품,뷰티소품,20,all,서울,서대문구,59.602029498104585
1225,201901,화장품,뷰티소품,20,all,서울,용산구,47.184208483654004
1234,201901,화장품,화장품,20,M,서울,서대문구,145.05142158442038
1236,201901,화장품,화장품,20,M,서울,용산구,86.56449584494365
1243,201901,건강/의료용품,건강관리용품,30,F,서울,마포구,166.83480666036175
1245,201901,건강/의료용품,건강관리용품,30,F,서울,은평구,51.40696463508599
1248,201901,건강/의료용품,건강관리용품,30,M,서울,마포구,72.9757907318176
1249,201901,건강/의료용품,건강관리용품,30,M,서울,서대문구,95.46858132704037
1253,201901,건강/의료용품,건강관리용품,30,M,서울,용산구,109.32911569993249
1259,201901,건강/의료용품,건강관리용품,30,all,서울,서대문구,89.7286455254157
1261,201901,건강/의료용품,건강관리용품,30,all,서울,용산구,81.79199423873251
1262,201901,건강/의료용품,건강관리용품,30,all,서울,은평구,55.074172957839366
1266,201901,식품,가공식품,30,F,서울,은평구,105.84367988621919
1272,201901,식품,가공식품,30,M,서울,용산구,103.33215683154951
1284,201901,식품,기호식품,30,F,서울,서대문구,145.1343310618307
1286,201901,식품,기호식품,30,F,서울,종로구,93.88499043105804
1307,201901,식품,담배,30,M,서울,은평구,147.61921957016287
1308,201901,식품,담배,30,M,서울,종로구,138.99960583192586
1318,201901,식품,빙과류,30,F,서울,서대문구,85.37865003353141
1323,201901,식품,빙과류,30,M,서울,서대문구,81.9233654182802
1325,201901,식품,빙과류,30,M,서울,용산구,78.47944036775604
1331,201901,식품,빙과류,30,all,서울,종로구,66.8709944086894
1344,201901,식품,빵류,30,M,서울,용산구,125.95174228712915
1349,201901,식품,빵류,30,all,서울,마포구,137.35412472646905
1353,201901,식품,빵류,30,all,서울,은평구,130.80972356369298
1365,201901,식품,신선식품,30,M,서울,용산구,148.7970843970461
1366,201901,식품,신선식품,30,M,서울,은평구,123.2860568559968
1375,201901,식품,신선식품,30,all,서울,은평구,116.71017912200914
1380,201901,식품,유제품류,30,F,서울,용산구,99.1485363366889
1386,201901,식품,유제품류,30,M,서울,서대문구,93.40503465932535
1388,201901,식품,유제품류,30,M,서울,용산구,109.06389474386343
1394,201901,식품,유제품류,30,all,서울,용산구,101.84697303352354
1395,201901,식품,유제품류,30,all,서울,종로구,84.09217044950435
1400,201901,식품,음료,30,F,서울,마포구,56.41388731561162
1417,201901,식품,제과류,30,F,서울,마포구,95.05147472380051
1418,201901,식품,제과류,30,F,서울,서대문구,74.00677308449114
1438,201901,식품,제과류,30,all,서울,마포구,97.60283509596078
1454,201901,식품,주류,30,M,서울,종로구,76.36909718481465
1460,201901,식품,주류,30,all,서울,서대문구,113.149032125809
1463,201901,식품,주류,30,all,서울,용산구,100.02279632453107
1465,201901,일용품,생활용품,30,F,서울,서대문구,91.64870414676938
1472,201901,일용품,생활용품,30,M,서울,마포구,97.60992405245293
1489,201901,일용품,애완동물용품,30,F,서울,종로구,71.06122669938827
1493,201901,일용품,애완동물용품,30,M,서울,용산구,128.81426940519705
1496,201901,일용품,애완동물용품,30,all,서울,서대문구,112.02294457539922
1517,201901,화장품,바디/헤어용품,30,all,서울,마포구,99.74730616256723
1519,201901,화장품,바디/헤어용품,30,all,서울,용산구,73.02527194601944
1526,201901,화장품,뷰티소품,30,F,서울,종로구,31.76640092210163
1530,201901,화장품,뷰티소품,30,M,서울,서대문구,46.26555861128389
1538,201901,화장품,뷰티소품,30,all,서울,종로구,21.37013918505021
1547,201901,화장품,화장품,30,M,서울,마포구,59.925239821226576
1551,201901,화장품,화장품,30,M,서울,종로구,140.65305936696475
1560,201901,화장품,화장품,30,all,서울,종로구,119.65355412262964
1567,201901,건강/의료용품,건강관리용품,30,F,서울,서대문구,84.49969811735002
1570,201901,건강/의료용품,건강관리용품,30,F,서울,종로구,104.7644298653973
1577,201901,건강/의료용품,건강관리용품,30,M,서울,종로구,47.20206453889759
1591,201901,식품,가공식품,30,M,서울,은평구,111.41718880940573
1592,201901,식품,가공식품,30,M,서울,종로구,103.10095420805231
1596,201901,식품,가공식품,30,all,서울,마포구,114.63233014367674
1597,201901,식품,가공식품,30,all,서울,서대문구,106.28800223314616
1611,201901,식품,기호식품,30,M,서울,은평구,154.45500502478416
1618,201901,식품,기호식품,30,all,서울,용산구,98.17320180831447
1619,201901,식품,기호식품,30,all,서울,은평구,122.70191366095243
1625,201901,식품,담배,30,F,서울,서대문구,133.34994926207474
1627,201901,식품,담배,30,F,서울,용산구,139.58455794083798
1632,201901,식품,담배,30,M,서울,서대문구,158.57111512783277
1637,201901,식품,담배,30,all,서울,서대문구,149.24349165799762
1642,201901,식품,빙과류,30,F,서울,마포구,91.67140151745726
1650,201901,식품,빙과류,30,M,서울,은평구,69.96435906944899
1657,201901,식품,빙과류,30,all,서울,은평구,66.93809389534199
1661,201901,식품,빵류,30,F,서울,서대문구,109.03579062338363
1663,201901,식품,빵류,30,F,서울,은평구,125.6892470924662
1669,201901,식품,빵류,30,M,서울,마포구,131.6131222028952
1677,201901,식품,빵류,30,all,서울,용산구,123.97883510519668
1685,201901,식품,신선식품,30,M,서울,서대문구,289.60194730921927
1692,201901,식품,신선식품,30,all,서울,종로구,92.59134797809871
1694,201901,식품,유제품류,30,F,서울,마포구,105.05687576046644
1695,201901,식품,유제품류,30,F,서울,서대문구,96.94732278373208
1697,201901,식품,유제품류,30,F,서울,은평구,105.6166307449239
1698,201901,식품,유제품류,30,F,서울,종로구,85.20832517726753
1703,201901,식품,유제품류,30,M,서울,마포구,107.58807962371445
1726,201901,식품,음료,30,all,서울,용산구,85.20021921440745
1727,201901,식품,음료,30,all,서울,은평구,128.4863536056014
1730,201901,식품,제과류,30,F,서울,은평구,95.73878543617573
1731,201901,식품,제과류,30,F,서울,종로구,84.87871282538845
1737,201901,식품,제과류,30,M,서울,용산구,107.68847910176693
1738,201901,식품,제과류,30,M,서울,종로구,99.93369599229312
1744,201901,식품,제과류,30,all,서울,서대문구,78.24546811885081
1755,201901,식품,주류,30,F,서울,마포구,103.7610594691183
1756,201901,식품,주류,30,F,서울,서대문구,92.27619822807422
1759,201901,식품,주류,30,F,서울,용산구,87.69237226062202
1760,201901,식품,주류,30,F,서울,종로구,73.9233937146678
1766,201901,식품,주류,30,M,서울,용산구,119.78062007932327
1767,201901,식품,주류,30,M,서울,은평구,104.21617893275842
1772,201901,식품,주류,30,all,서울,마포구,101.8853400065922
1776,201901,식품,주류,30,all,서울,종로구,74.87625303584436
1793,201901,일용품,생활용품,30,M,서울,종로구,65.77680649912111
1798,201901,일용품,생활용품,30,all,서울,종로구,72.57726762990576
1800,201901,일용품,애완동물용품,30,F,서울,마포구,94.65062921744028
1811,201901,일용품,애완동물용품,30,M,서울,종로구,133.71879527564312
1818,201901,일용품,애완동물용품,30,all,서울,은평구,90.41095442092579
1825,201901,화장품,바디/헤어용품,30,F,서울,은평구,67.50918638958534
1832,201901,화장품,바디/헤어용품,30,M,서울,종로구,94.24186450974285
1838,201901,화장품,바디/헤어용품,30,all,서울,종로구,93.09123315138687
1846,201901,화장품,뷰티소품,30,F,서울,마포구,106.34872921471735
1850,201901,화장품,뷰티소품,30,F,서울,용산구,43.10586254623747
1851,201901,화장품,뷰티소품,30,F,서울,은평구,85.41774430837235
1860,201901,화장품,뷰티소품,30,M,서울,용산구,75.58768081627547
1861,201901,화장품,뷰티소품,30,M,서울,은평구,57.904829862195065
1876,201901,화장품,화장품,30,M,서울,용산구,74.81887021196756
1877,201901,화장품,화장품,30,M,서울,은평구,82.1103147897353
1882,201901,화장품,화장품,30,all,서울,용산구,60.79125984209946
1894,201901,건강/의료용품,건강관리용품,30,all,서울,마포구,112.33172382762396
1902,201901,식품,가공식품,30,F,서울,용산구,104.24137854249042
1905,201901,식품,가공식품,30,M,서울,서대문구,125.03508518573248
1910,201901,식품,가공식품,30,all,서울,종로구,86.02427382720829
1915,201901,식품,기호식품,30,F,서울,용산구,90.99342829154014
1916,201901,식품,기호식품,30,F,서울,은평구,112.72485675258051
1920,201901,식품,기호식품,30,M,서울,서대문구,138.34793798775982
1921,201901,식품,기호식품,30,M,서울,용산구,115.08522642021104
1925,201901,식품,기호식품,30,all,서울,마포구,98.58362886747268
1926,201901,식품,기호식품,30,all,서울,서대문구,143.21883431389855
1929,201901,식품,기호식품,30,all,서울,종로구,59.043198456588065
1934,201901,식품,담배,30,F,서울,종로구,172.0418452691006
1943,201901,식품,담배,30,all,서울,용산구,150.18714812091622
1950,201901,식품,빙과류,30,F,서울,용산구,64.89457753063189
1951,201901,식품,빙과류,30,F,서울,은평구,65.92145974835594
1964,201901,식품,빙과류,30,all,서울,용산구,69.88521459606
1971,201901,식품,빵류,30,F,서울,용산구,122.49534720306951
1972,201901,식품,빵류,30,F,서울,종로구,123.48306565912873
1978,201901,식품,빵류,30,M,서울,종로구,135.63688622274745
1985,201901,식품,빵류,30,all,서울,서대문구,109.18004084795488
1993,201901,식품,신선식품,30,F,서울,마포구,114.81144001442532
1994,201901,식품,신선식품,30,F,서울,서대문구,98.47941008219307
2001,201901,식품,신선식품,30,M,서울,종로구,149.92137323097901
2004,201901,식품,신선식품,30,all,서울,마포구,142.81210930981797
2020,201901,식품,유제품류,30,M,서울,은평구,110.5165118724164
2022,201901,식품,유제품류,30,all,서울,서대문구,95.9855535807016
2028,201901,식품,음료,30,F,서울,서대문구,83.94494966523604
2031,201901,식품,음료,30,F,서울,용산구,78.39431210486461
2037,201901,식품,음료,30,M,서울,마포구,95.57340079188612
2038,201901,식품,음료,30,M,서울,서대문구,73.63844711608046
2045,201901,식품,음료,30,all,서울,마포구,69.17725207221075
2046,201901,식품,음료,30,all,서울,서대문구,80.06348240438538
2058,201901,식품,제과류,30,M,서울,서대문구,91.05508995922865
2060,201901,식품,제과류,30,M,서울,은평구,94.41837809109218
2062,201901,식품,제과류,30,all,서울,용산구,88.1873272927388
2063,201901,식품,제과류,30,all,서울,종로구,89.14508779065132
2066,201901,식품,주류,30,F,서울,은평구,90.7123051501703
2070,201901,식품,주류,30,M,서울,마포구,98.85877888635076
2076,201901,식품,주류,30,all,서울,은평구,94.64892537187578
2077,201901,일용품,생활용품,30,F,서울,마포구,82.9045929330937
2078,201901,일용품,생활용품,30,F,서울,용산구,77.85506594530608
2079,201901,일용품,생활용품,30,F,서울,은평구,98.38378806639936
2080,201901,일용품,생활용품,30,F,서울,종로구,75.53253596318109
2084,201901,일용품,생활용품,30,M,서울,서대문구,80.9320229727533
2088,201901,일용품,생활용품,30,M,서울,용산구,88.37529635890269
2094,201901,일용품,생활용품,30,all,서울,마포구,86.54165039711793
2095,201901,일용품,생활용품,30,all,서울,서대문구,88.60250243293426
2097,201901,일용품,생활용품,30,all,서울,은평구,100.72047583201069
2102,201901,일용품,애완동물용품,30,F,서울,은평구,90.98988133027348
2105,201901,일용품,애완동물용품,30,M,서울,마포구,97.73578982274893
2107,201901,일용품,애완동물용품,30,M,서울,은평구,88.52323439004135
2110,201901,일용품,애완동물용품,30,all,서울,마포구,95.55418350272907
2120,201901,화장품,바디/헤어용품,30,F,서울,서대문구,34.83668244632782
2124,201901,화장품,바디/헤어용품,30,F,서울,용산구,70.89388446832515
2125,201901,화장품,바디/헤어용품,30,F,서울,종로구,92.31971648392091
2132,201901,화장품,바디/헤어용품,30,M,서울,마포구,116.51551866702341
2133,201901,화장품,바디/헤어용품,30,M,서울,서대문구,890.470082859993
2135,201901,화장품,바디/헤어용품,30,M,서울,용산구,77.07084566255307
2136,201901,화장품,바디/헤어용품,30,M,서울,은평구,74.16209380664458
2144,201901,화장품,바디/헤어용품,30,all,서울,은평구,69.25520764479171
2154,201901,화장품,뷰티소품,30,all,서울,마포구,97.4180305659714
2155,201901,화장품,뷰티소품,30,all,서울,서대문구,88.02453536057507
2158,201901,화장품,뷰티소품,30,all,서울,은평구,79.89661566659268
2163,201901,화장품,화장품,30,F,서울,마포구,85.87836907583113
2164,201901,화장품,화장품,30,F,서울,서대문구,51.3705179214538
2168,201901,화장품,화장품,30,F,서울,용산구,52.046508466081704
2169,201901,화장품,화장품,30,F,서울,은평구,69.73520765706895
2173,201901,화장품,화장품,30,M,서울,서대문구,71.58637183566752
2176,201901,화장품,화장품,30,all,서울,마포구,78.2567161486236
2177,201901,화장품,화장품,30,all,서울,서대문구,58.544195833341035
